0.80	92.22	7.83	279.33	285.55	1009.64
0.80	91.20	7.65	246.01	257.33	964.69
0.98	91.71	7.94	245.63	258.43	979.06
1.09	91.28	6.64	238.90	254.96	940.33
0.91	92.42	8.08	277.63	229.24	1032.29
0.73	92.71	6.80	258.49	257.23	959.62
0.94	91.38	6.94	280.70	272.16	953.79
1.10	91.15	7.70	266.02	266.39	925.21
0.89	92.97	7.57	268.96	274.68	929.78
0.56	91.16	7.42	277.91	260.54	929.08
0.74	92.46	7.22	223.77	294.10	1071.58
1.00	91.30	6.84	249.11	245.37	988.34
0.76	91.49	6.69	278.60	298.38	1014.95
0.89	91.20	7.71	228.91	234.06	975.77
0.82	92.70	7.93	248.58	229.59	960.21
0.94	92.57	6.83	271.85	265.36	989.43
0.62	91.43	7.09	258.35	279.30	1022.89
0.72	92.71	7.36	282.06	276.01	959.26
0.88	92.06	7.99	256.12	294.59	1020.96
1.02	92.44	7.28	268.09	233.73	936.20
1.09	91.86	6.73	244.78	276.48	1067.40
1.05	92.48	7.30	240.12	243.30	941.96
0.68	91.53	6.83	279.12	244.22	971.81
0.66	92.16	7.27	266.90	277.82	1022.64
0.83	92.46	6.98	246.56	273.05	970.73
0.61	92.72	7.10	225.53	244.58	971.72
0.88	92.00	7.18	248.32	287.87	983.60
0.92	92.12	7.04	215.29	264.84	1052.13
0.67	91.83	7.18	224.87	232.54	958.45
1.05	92.79	7.29	232.27	277.89	981.74
0.93	91.74	7.16	282.65	258.64	1063.91
0.60	91.38	7.48	244.97	294.32	1006.72
0.87	92.81	7.93	228.38	237.15	1062.79
0.90	92.27	6.62	262.39	267.16	986.79
0.75	91.07	7.95	242.32	267.20	943.31
0.74	91.92	7.84	258.23	255.86	938.99
0.73	91.53	6.85	233.75	298.89	1050.94
0.96	91.85	7.20	229.59	282.41	1006.70
0.78	91.15	7.23	230.68	262.97	1032.08
0.76	92.19	7.13	222.62	291.13	1060.73
1.02	92.56	6.70	262.83	227.99	1013.78
0.87	92.32	7.03	263.24	279.23	1054.20
1.03	92.41	6.82	252.05	297.83	930.85
0.62	92.35	7.25	256.85	228.12	1022.36
1.11	92.35	6.93	228.00	242.15	1069.30
1.10	91.41	7.94	258.15	237.56	1047.26
0.92	92.15	7.05	231.04	294.48	933.20
0.77	92.69	7.15	267.72	242.12	952.82
0.60	92.03	7.91	249.70	296.71	987.32
0.63	92.29	7.47	238.57	256.50	956.24
0.61	91.26	7.29	277.15	237.17	1042.61
0.70	91.41	7.09	233.69	256.08	1032.59
0.97	92.01	7.05	255.34	257.58	929.85
0.94	92.49	7.41	281.13	242.56	937.73
1.02	92.35	7.26	255.14	267.22	1038.99
1.04	91.86	7.63	278.02	291.05	1049.67
0.59	91.36	7.85	218.88	284.54	1009.14
0.90	91.59	7.48	226.92	227.12	939.00
