205	500	1500	15000	30000	60000	80000
210	500	1500	15000	30000	60000	80000
215	500	1500	15000	30000	60000	80000
220	500	1500	15000	30000	60000	80000
225	500	1500	15000	30000	60000	80000
230	500	1500	15000	30000	60000	80000
235	500	1500	15000	30000	60000	80000
240	500	1500	15000	30000	60000	80000
245	500	1500	15000	30000	60000	80000
250	500	1500	15000	30000	60000	80000
255	500	1500	15000	30000	60000	80000
260	500	1500	15000	30000	60000	80000
265	500	1500	15000	30000	60000	80000
270	500	1500	15000	30000	60000	80000
275	500	1500	15000	30000	60000	80000
280	500	1500	15000	30000	60000	80000
285	500	1500	15000	30000	60000	80000
290	500	1500	15000	30000	60000	80000
295	500	1500	15000	30000	60000	80000
300	500	1500	15000	30000	60000	80000
305	500	1500	15000	30000	60000	80000
310	500	1500	15000	30000	60000	80000
315	500	1500	15000	30000	60000	80000
320	500	1500	15000	30000	60000	80000
325	500	1500	15000	30000	60000	80000
330	500	1500	15000	30000	60000	80000
335	500	1500	15000	30000	60000	80000
340	500	1500	15000	30000	60000	80000
345	500	1500	15000	30000	60000	80000
350	500	1500	15000	30000	60000	80000
355	500	1500	15000	30000	60000	80000
360	500	1500	15000	30000	60000	80000
365	500	1500	15000	30000	60000	80000
370	500	1500	15000	30000	60000	80000
375	500	1500	15000	30000	60000	80000
380	500	1500	15000	30000	60000	80000
385	500	1500	15000	30000	60000	80000
390	500	1500	15000	30000	60000	80000
395	500	1500	15000	30000	60000	80000
400	450	1500	13500	27000	60000	72000
405	495	1500	14850	29700	54000	64800
410	445	1350	14850	29700	59400	71280
415	489	1485	14850	29700	59400	78408
420	489	1485	14850	29700	59400	78408
425	489	1485	14850	26730	59400	78408
430	489	1485	14850	29403	59400	78408
435	489	1485	14850	29403	59400	78408
440	489	1485	14850	26462	59400	78408
445	489	1485	14850	23815	59400	78408
450	489	1485	14850	26196	59400	70567
455	489	1485	13365	28815	59400	77623
460	489	1485	14701	25933	59400	77623
465	489	1485	13230	28526	59400	77623
470	489	1336	11907	25673	53460	77623
475	489	1469	13097	28240	58806	77623
480	489	1322	11787	25416	52925	77623
485	440	1454	12965	27957	58217	77623
490	396	1454	14261	27957	58217	77623
495	435	1454	12834	27957	58217	77623
500	478	1454	14117	27957	58217	77623
505	478	1308	14117	27957	58217	77623
510	478	1438	14117	27957	58217	77623
515	478	1438	14117	25161	58217	77623
520	478	1294	14117	27677	58217	77623
525	478	1164	14117	27677	58217	69860
530	478	1280	14117	27677	58217	76846
535	430	1408	14117	24909	58217	76846
540	473	1408	14117	27399	58217	76846
545	473	1267	12705	27399	58217	76846
550	473	1140	13975	24659	52395	76846
555	473	1026	13975	27124	57634	76846
560	473	923	12577	29836	57634	76846
565	425	1015	13834	29836	51870	76846
570	467	1116	13834	26852	57057	76846
575	467	1004	12450	29537	57057	76846
580	420	1104	13695	29537	57057	76846
585	462	1214	13695	29537	57057	76846
590	462	1335	13695	29537	51351	76846
595	415	1468	13695	29537	56486	76846
600	373	1468	13695	29537	56486	76846
605	410	1321	13695	26583	56486	76846
610	451	1453	13695	23924	56486	69161
615	496	1453	13695	21531	56486	76077
620	496	1453	13695	23684	56486	76077
625	496	1453	12325	26052	56486	76077
630	496	1453	13557	23446	50837	76077
635	446	1453	14912	25790	45753	76077
640	490	1453	13420	28369	50328	76077
645	490	1453	14762	28369	55360	68469
650	490	1307	14762	28369	55360	75315
655	490	1176	14762	28369	55360	75315
660	490	1293	13285	28369	55360	67783
665	490	1422	11956	25532	55360	74561
670	441	1422	13151	28085	49824	74561
675	485	1422	11835	28085	54806	74561
680	485	1422	13018	28085	54806	74561
685	436	1422	14319	28085	54806	67104
690	479	1422	14319	28085	54806	60393
695	479	1422	14319	28085	54806	66432
700	479	1422	14319	28085	49325	73075
705	479	1422	14319	28085	44311	73075
710	431	1422	14319	28085	54257	73075
715	474	1422	14319	28085	59682	73075
720	474	1279	14319	28085	59682	65767
725	474	1406	14319	28085	59682	72343
730	426	1406	14319	28085	59682	79577
735	468	1406	14319	28085	59682	79577
740	468	1265	14319	25276	53713	79577
745	468	1391	14319	27803	59084	79577
750	468	1391	12887	27803	53175	79577
755	468	1391	11598	27803	58492	79577
760	421	1391	12757	27803	58492	71619
765	463	1391	14032	27803	58492	64457
770	463	1391	14032	27803	58492	70902
775	463	1391	12628	27803	58492	77992
780	463	1391	11365	27803	58492	77992
785	416	1391	12501	25022	58492	70192
790	457	1391	13751	27524	58492	77211
795	457	1391	13751	27524	58492	77211
800	457	1391	12375	27524	58492	77211
805	457	1391	13612	27524	58492	77211
810	411	1391	14973	27524	58492	77211
815	452	1391	14973	27524	58492	69489
820	497	1391	14973	27524	58492	62540
825	497	1391	14973	27524	58492	68794
830	497	1391	14973	27524	58492	75673
835	447	1391	14973	27524	52642	75673
840	491	1251	14973	27524	47377	75673
845	491	1125	14973	27524	42639	75673
850	491	1237	14973	27524	38375	75673
855	491	1360	14973	24771	42212	75673
860	491	1496	14973	27248	37990	75673
865	491	1496	14973	29972	41789	75673
870	491	1346	14973	29972	45967	75673
875	441	1211	14973	29972	52642	75673
880	485	1332	14973	29972	57906	75673
885	436	1465	14973	29972	57906	75673
890	479	1465	14973	29972	52115	75673
895	479	1465	14973	29972	57326	75673
