32.60	45.10	52.78	6642.00	8859.00	40120.00
35.04	79.37	53.44	7053.00	14395.00	48379.00
34.17	76.53	87.65	11297.00	3185.00	55930.00
32.75	85.64	79.20	14494.00	3149.00	23886.00
34.66	76.82	71.88	2661.00	11954.00	15320.00
32.68	73.32	46.68	6139.00	11269.00	55625.00
33.72	61.99	56.38	2324.00	4271.00	50771.00
31.42	63.38	50.07	6782.00	4830.00	29733.00
26.14	46.68	48.58	411.00	1068.00	29943.00
32.52	79.81	94.33	8422.00	14849.00	39747.00
24.83	70.26	54.88	9379.00	14212.00	38146.00
33.76	62.40	91.73	11495.00	8850.00	42128.00
31.93	81.92	64.88	12272.00	9561.00	48698.00
30.14	60.00	63.62	10479.00	9853.00	80729.00
35.31	73.30	85.39	3009.00	14479.00	69632.00
30.45	78.48	63.14	14134.00	7589.00	39767.00
34.51	62.30	74.49	6885.00	9192.00	76902.00
32.38	65.29	66.04	3855.00	7807.00	29085.00
25.57	50.86	59.49	13725.00	11383.00	22631.00
30.22	62.29	48.98	14128.00	12204.00	48891.00
32.86	88.76	89.81	3198.00	7185.00	58087.00
35.16	69.11	84.56	9849.00	1853.00	83185.00
36.48	90.87	93.95	11582.00	6400.00	33797.00
31.18	46.94	82.53	12509.00	3499.00	65029.00
31.29	79.99	88.33	12202.00	633.00	27982.00
33.44	73.14	73.90	11478.00	5861.00	33660.00
27.68	77.53	84.39	1623.00	5336.00	51664.00
32.72	58.87	63.69	12027.00	7217.00	24647.00
30.03	77.95	61.61	2169.00	13249.00	38338.00
30.47	88.35	68.90	13277.00	8918.00	89813.00
34.92	89.29	51.94	13058.00	2181.00	71273.00
29.23	46.99	81.38	2544.00	14711.00	33937.00
31.78	57.10	59.09	13180.00	3526.00	41068.00
35.25	76.56	67.92	6935.00	4123.00	30033.00
30.81	69.37	57.55	6609.00	9383.00	51930.00
31.17	71.78	72.22	6439.00	849.00	41881.00
27.37	45.32	76.25	219.00	6306.00	77999.00
34.26	84.91	64.89	9812.00	10410.00	15548.00
27.85	56.49	56.80	13144.00	4781.00	45689.00
28.85	45.55	52.22	11524.00	14060.00	60264.00
32.75	84.30	59.40	10931.00	152.00	62559.00
25.41	60.41	73.32	5227.00	13357.00	21325.00
30.04	89.56	47.54	9779.00	1159.00	60591.00
32.93	63.49	92.41	2972.00	3271.00	43452.00
33.67	77.45	94.67	8083.00	12323.00	64030.00
36.69	45.69	85.80	6896.00	1520.00	44496.00
32.66	70.80	48.39	5244.00	13512.00	41436.00
29.89	54.14	83.08	13142.00	75.00	62448.00
35.61	63.79	80.27	13361.00	10581.00	57115.00
32.13	61.61	66.65	634.00	6177.00	81029.00
32.68	46.61	55.44	3998.00	12961.00	51382.00
36.94	87.80	46.24	10780.00	7931.00	87640.00
31.11	59.50	74.90	3945.00	14457.00	54336.00
28.55	49.80	49.59	7006.00	14247.00	44757.00
29.16	77.99	77.27	10449.00	1192.00	46983.00
29.69	72.52	73.22	196.00	1183.00	64668.00
31.84	56.60	59.61	68.00	9869.00	84923.00
27.13	64.06	60.98	5821.00	10486.00	60141.00
32.87	71.42	58.87	14681.00	8077.00	38034.00
32.41	56.27	56.19	10887.00	3831.00	57756.00
30.08	90.47	53.27	12471.00	12614.00	32694.00
31.41	95.00	71.90	12788.00	2337.00	17410.00
31.09	67.02	55.98	12555.00	1665.00	89129.00
30.96	60.76	62.12	14978.00	11149.00	71076.00
29.27	60.00	56.31	4967.00	2256.00	26512.00
36.74	63.52	72.87	11842.00	6853.00	75073.00
31.17	51.70	56.85	176.00	7395.00	55379.00
34.69	87.76	59.49	8613.00	8052.00	49991.00
29.97	77.88	55.11	6549.00	13092.00	36315.00
26.86	78.44	59.63	13199.00	2302.00	34379.00
26.59	46.55	77.46	13438.00	13939.00	86281.00
34.76	52.86	52.52	12406.00	14076.00	68173.00
31.82	53.98	66.39	10008.00	3297.00	74914.00
