4.80	92.96	93.94	260.93	253.81	986.98	58
4.91	93.60	93.09	789.10	769.31	3015.95	61
4.88	92.91	93.65	6142.36	7317.30	29212.23	56
4.85	92.58	92.91	17315.10	12034.84	58910.10	51
5.00	93.26	92.41	29001.62	30207.58	117061.43	84
5.00	92.82	94.08	36679.02	40155.76	157918.18	51
4.84	92.77	92.79	50525.84	47026.49	188712.37	82
15.34	93.43	93.78	232.55	248.34	976.17	87
14.81	93.52	93.49	753.77	719.04	3134.82	79
14.87	92.93	93.12	7502.23	7668.90	32206.27	73
15.14	93.34	93.68	15951.85	13311.70	62719.88	88
14.58	92.96	92.53	33089.48	29135.12	123148.37	95
14.63	93.27	92.48	43220.88	35732.38	153745.12	86
15.05	93.09	93.64	52034.19	46648.21	205646.55	85
34.42	93.11	92.71	252.26	235.96	1060.56	77
35.28	93.89	92.89	782.73	732.90	3105.01	94
34.85	93.12	92.64	7099.21	9519.89	29220.91	53
34.18	92.92	93.00	14810.34	15273.02	59721.77	56
34.77	93.33	92.86	30237.37	29773.10	120138.92	62
36.02	93.21	92.94	37442.83	44448.87	160207.00	53
35.55	92.97	92.94	55847.70	49223.05	192034.80	56
