10.35	73.84	68.41	256.02	253.53	1799.38	58
10.51	69.39	68.64	771.89	850.62	5480.46	61
10.43	70.01	68.10	7590.93	6189.64	51084.38	56
10.45	72.48	73.31	14960.90	15547.69	105902.39	51
10.53	67.89	68.82	27994.92	32999.65	213266.51	84
10.41	70.60	64.77	39684.27	41123.94	258488.51	51
10.59	66.89	71.43	48559.12	51075.59	346409.50	82
31.05	68.00	70.06	248.98	256.33	1697.68	87
30.94	70.75	68.87	721.87	751.72	5700.53	79
31.60	67.81	66.98	8452.79	7655.18	50798.82	73
31.77	71.17	72.33	15278.49	13613.27	99839.75	88
31.36	72.53	69.93	31343.58	28036.03	210759.53	95
31.77	70.47	69.88	39363.94	35561.79	289820.22	86
32.13	68.06	70.09	53481.91	47835.26	341706.84	85
74.09	71.58	71.58	253.97	236.08	1859.36	77
72.40	69.22	71.48	737.38	687.83	5072.32	94
74.12	68.82	67.90	6924.94	7861.79	50187.79	53
73.08	65.32	68.77	15540.43	14678.09	104119.32	56
73.98	69.05	66.89	29822.74	30345.29	216150.05	62
73.21	71.19	67.21	40786.25	38392.83	300544.23	53
73.71	70.31	69.06	51647.84	48860.11	323242.77	56
