20.38	63.98	70.52	745.64	802.42	5780.00
14.14	67.49	73.52	735.31	728.73	5285.68
20.60	67.97	72.55	701.53	708.80	5022.66
18.05	66.01	73.92	728.42	765.00	5386.13
16.43	69.26	69.18	683.23	777.56	5333.92
17.58	68.45	69.94	764.02	821.94	5025.19
15.93	67.72	69.82	807.29	819.82	5109.47
9.83	64.34	72.79	773.23	676.94	5056.16
13.95	69.37	74.10	679.30	691.33	4902.94
16.21	67.51	71.11	817.09	821.79	5445.44
18.84	69.86	72.56	668.05	789.35	5685.09
13.31	64.25	72.97	819.31	820.87	5727.72
7.62	66.89	72.38	665.54	792.94	5462.81
12.31	67.34	72.85	747.29	640.86	4973.42
8.62	63.99	74.89	683.39	747.48	5301.57
21.37	68.76	71.63	749.79	682.49	5182.38
10.24	67.21	72.13	782.53	728.35	5562.34
9.52	66.56	72.13	702.02	706.38	5361.51
21.91	68.10	71.97	771.02	678.67	5245.31
19.78	66.13	70.59	793.80	774.58	5205.55
7.44	64.37	70.94	708.39	742.73	5120.15
13.33	67.83	69.64	766.10	724.69	5299.07
12.22	65.74	74.45	708.68	731.48	5376.37
19.27	65.96	72.03	704.55	746.49	4868.62
18.06	64.67	69.68	759.27	658.65	4935.22
19.55	67.35	72.47	647.74	688.48	5147.67
16.22	69.19	74.58	791.22	727.54	5088.48
20.04	63.98	71.51	784.12	759.99	5388.60
13.05	69.91	69.28	721.52	709.19	5698.89
7.75	65.79	72.35	823.09	645.70	5179.95
14.83	69.44	69.08	761.56	780.20	5594.53
8.35	65.78	73.76	815.39	701.38	5336.07
18.32	66.22	69.10	675.76	820.80	5592.66
22.22	66.34	74.65	689.31	709.58	4871.68
12.00	66.00	74.78	762.58	676.47	5163.39
18.23	66.05	72.36	795.40	803.78	5608.55
12.81	69.12	73.79	725.50	654.04	5612.72
13.42	68.87	69.35	761.44	752.59	5742.52
12.54	66.06	69.84	725.24	806.68	5173.48
8.79	69.73	69.12	656.11	799.53	5438.87
18.13	64.66	73.83	823.34	732.10	5419.81
15.48	64.57	70.07	739.67	674.53	5209.79
21.03	65.16	71.71	796.11	770.00	5235.20
14.66	64.76	72.70	799.73	726.27	5522.42
11.11	64.01	74.62	811.35	793.26	5633.76
13.10	68.32	72.89	706.45	670.45	5412.98
16.62	66.39	73.15	640.37	782.77	5441.29
10.44	70.03	74.77	644.14	747.31	4912.31
16.36	64.03	74.42	821.55	733.78	4849.20
14.10	69.37	69.50	753.80	653.02	5428.57
21.68	64.26	70.28	658.65	697.66	5374.81
14.71	67.28	73.85	822.39	638.08	5634.60
16.35	64.46	70.54	727.81	797.67	5170.38
8.61	65.24	71.51	758.80	688.19	5536.40
18.93	67.14	73.88	731.98	690.75	5522.81
22.36	65.91	74.98	698.26	686.01	4877.48
12.83	66.41	73.90	645.81	717.96	5212.54
19.89	66.47	69.19	643.95	651.44	5255.64
7.31	67.53	73.72	759.00	796.88	5045.17
16.91	69.91	72.84	695.06	718.83	4981.13
13.02	64.64	72.24	670.42	713.51	5763.95
9.70	68.96	70.66	739.16	797.69	5273.67
22.34	66.20	73.73	694.31	637.59	5773.78
17.16	64.21	74.86	755.20	644.43	5431.05
7.64	67.84	72.58	710.23	684.63	5617.80
18.89	68.54	69.71	743.95	788.76	5721.16
10.05	67.74	74.10	702.85	698.21	5227.19
9.98	69.52	72.98	747.46	737.07	5380.98
11.02	68.23	73.60	764.50	737.88	5210.58
13.30	65.52	72.35	826.63	725.37	5483.66
21.99	66.40	73.05	681.80	753.60	4845.27
16.48	65.52	71.27	756.53	662.37	5504.33
9.98	68.53	69.35	813.99	796.70	4923.66
12.52	67.76	69.28	818.61	720.94	5437.70
9.18	66.18	74.86	691.82	675.06	4993.89
10.64	66.64	73.48	759.76	794.13	5375.04
12.17	64.96	69.19	794.69	653.18	5193.24
21.51	69.68	72.38	679.85	771.13	5042.30
18.61	68.35	74.19	787.26	802.37	4848.64
