6.37	82.86	84.08	258.21	303.62	4793.79	58
6.61	83.39	83.25	825.70	690.87	14370.79	61
6.53	84.02	83.84	7703.64	7656.91	129007.75	56
6.49	82.80	83.76	13262.86	14119.67	297242.20	51
6.43	84.17	84.51	27056.75	33124.13	579657.70	84
6.60	84.02	83.74	37693.88	40466.45	833802.49	51
6.43	83.63	82.82	50979.87	46587.55	956614.89	82
19.83	83.97	83.18	249.82	278.18	4704.14	87
19.56	82.61	84.20	744.28	762.81	13232.24	79
19.52	83.70	84.05	7424.68	7199.26	134782.90	73
19.54	83.72	82.47	16233.80	15508.00	292780.01	88
19.28	83.43	83.22	28413.95	29512.19	612975.55	95
19.30	83.03	82.59	40774.65	39695.15	739318.67	86
19.35	84.19	83.03	54436.59	50591.45	940957.99	85
45.41	83.90	84.04	258.38	268.10	4853.74	77
46.13	83.93	83.33	738.22	705.39	15245.90	94
45.21	83.67	84.74	7006.04	6915.04	136120.64	53
44.71	84.09	85.59	13126.14	17012.79	310054.84	56
45.27	82.86	83.94	28882.77	25188.44	581223.45	62
44.84	83.60	83.00	45112.00	33669.09	764109.21	53
45.34	83.82	82.61	56154.68	52551.98	998932.55	56
