22.62	90.48	79.87	52254.00	46715.00	552879.00
20.10	85.74	82.64	65.00	86006.00	1100698.00
20.86	78.76	81.15	81165.00	77108.00	423017.00
16.90	83.31	89.53	80113.00	31277.00	1417620.00
20.16	86.02	91.06	17630.00	68817.00	316638.00
19.32	90.48	78.89	5113.00	20950.00	783720.00
18.06	84.78	86.65	52026.00	31546.00	692886.00
19.60	83.64	79.97	42028.00	1292.00	829697.00
20.97	90.27	79.08	43124.00	78073.00	887685.00
20.25	76.85	82.40	10015.00	98382.00	157468.00
17.16	75.36	91.35	95662.00	46651.00	899164.00
18.25	84.50	77.04	99444.00	28120.00	1508856.00
20.54	78.49	80.74	59042.00	28027.00	1598765.00
19.73	82.93	75.67	92943.00	23475.00	1782692.00
18.40	89.69	87.88	34619.00	91798.00	1355078.00
20.59	80.18	90.20	78949.00	70053.00	1561505.00
23.21	91.74	75.67	44739.00	75711.00	1445643.00
19.62	81.57	85.73	64910.00	48300.00	1425357.00
22.78	76.89	89.01	94035.00	69855.00	1370419.00
20.40	76.72	75.73	92774.00	10120.00	964727.00
19.77	77.03	79.58	75970.00	1861.00	529346.00
19.55	86.13	76.28	39186.00	81367.00	1700734.00
17.75	80.23	88.35	118.00	29125.00	1777525.00
18.45	75.76	89.10	71236.00	27525.00	194780.00
19.29	77.39	78.71	16740.00	84907.00	232220.00
21.51	78.42	78.39	80842.00	60568.00	759215.00
22.56	75.05	82.30	16737.00	18543.00	1723208.00
18.87	79.09	86.68	17619.00	40322.00	488768.00
20.92	81.00	82.25	76941.00	50511.00	617858.00
20.86	90.41	87.73	40615.00	60409.00	1331836.00
16.41	85.33	83.04	60231.00	78447.00	961124.00
16.76	90.68	91.91	98740.00	78647.00	512333.00
22.30	82.50	88.48	30505.00	51088.00	407129.00
17.66	77.97	85.66	23974.00	47061.00	1270412.00
19.63	88.86	86.45	78364.00	58000.00	1282110.00
19.74	85.96	75.52	53660.00	65401.00	915547.00
21.46	87.78	82.05	3794.00	33035.00	881712.00
21.07	85.33	76.21	39701.00	2483.00	1296963.00
16.02	77.92	90.55	13667.00	82087.00	706270.00
22.52	80.03	83.98	75674.00	23128.00	182679.00
18.93	80.51	79.07	94586.00	7231.00	790304.00
19.64	84.43	75.39	33285.00	4371.00	525732.00
18.83	87.94	82.34	14612.00	83900.00	845766.00
21.88	81.36	79.46	87302.00	82769.00	121719.00
19.57	82.19	89.02	95611.00	41800.00	1352738.00
19.78	76.91	76.14	63873.00	87386.00	292080.00
20.32	84.18	85.89	88531.00	77133.00	765459.00
18.17	80.65	76.85	54387.00	43320.00	1145860.00
16.22	80.25	78.98	47671.00	3013.00	333676.00
19.22	84.32	82.22	58387.00	26256.00	1243794.00
19.59	82.11	78.73	93798.00	5165.00	721748.00
22.90	85.17	79.71	32626.00	7330.00	188594.00
19.18	80.13	85.67	5669.00	39951.00	1371410.00
20.17	91.03	82.50	4122.00	78654.00	549160.00
20.86	91.47	82.99	3050.00	46251.00	1278751.00
18.48	76.76	80.66	15322.00	1981.00	1491666.00
18.64	88.37	87.80	28169.00	34469.00	1619895.00
22.35	76.29	91.90	24622.00	59402.00	386858.00
23.03	86.63	87.29	27200.00	37616.00	1554379.00
23.20	77.13	89.14	3030.00	88240.00	1373290.00
18.56	89.73	75.64	99899.00	94338.00	764481.00
20.72	82.45	78.63	40678.00	37282.00	772661.00
19.99	76.94	85.87	80197.00	36432.00	333899.00
20.97	82.63	77.72	98550.00	18281.00	1176585.00
20.00	82.21	79.62	82635.00	62905.00	414729.00
20.15	78.12	82.30	8370.00	78220.00	975139.00
16.86	84.33	82.92	92910.00	80423.00	806046.00
20.10	80.78	80.78	36667.00	12818.00	836310.00
20.63	79.54	84.91	51065.00	94826.00	1670889.00
16.83	84.29	81.85	7270.00	75585.00	1637028.00
21.34	91.82	80.45	90636.00	45289.00	1018609.00
17.46	88.95	88.98	60642.00	62235.00	1290827.00
22.54	81.83	91.56	97016.00	88087.00	1106002.00
18.38	91.75	87.55	3646.00	77634.00	721879.00
19.99	85.43	75.86	60596.00	20334.00	118471.00
20.56	91.42	87.24	72452.00	31228.00	1201886.00
19.09	75.86	84.41	18239.00	42716.00	497794.00
18.78	83.02	76.40	78261.00	52745.00	971089.00
21.43	84.53	83.64	23747.00	60406.00	955602.00
20.43	88.61	90.38	26992.00	39167.00	829072.00
20.58	78.93	91.14	40348.00	18046.00	1034004.00
18.46	83.11	84.23	36390.00	36502.00	164453.00
21.15	80.21	79.12	75227.00	72725.00	1429285.00
20.33	86.84	78.29	82147.00	49838.00	916364.00
16.75	81.13	77.85	91546.00	50330.00	604862.00
