3.90	96.99	86.18	40538.00	41990.00	112953.00
5.89	91.21	96.60	43853.00	57208.00	64216.00
5.41	86.08	98.35	35048.00	51820.00	144574.00
5.12	88.51	97.38	24758.00	21514.00	133811.00
4.72	96.26	97.11	27329.00	50953.00	135805.00
5.12	92.37	96.07	6462.00	20166.00	150848.00
5.59	92.42	90.15	58083.00	22803.00	83836.00
5.75	95.67	93.45	42676.00	56896.00	95546.00
4.18	94.02	88.86	51506.00	27123.00	73901.00
4.86	99.56	95.61	30862.00	7167.00	179757.00
4.87	86.91	96.75	19907.00	52120.00	112072.00
5.83	90.05	87.77	59927.00	30875.00	155973.00
5.70	87.30	96.83	15968.00	1942.00	155425.00
5.29	88.53	99.95	25809.00	25434.00	160767.00
5.21	93.92	92.35	58075.00	58137.00	107824.00
3.91	91.76	97.81	42044.00	43526.00	76151.00
3.82	88.49	87.46	7465.00	15048.00	140639.00
4.48	96.52	90.96	8972.00	51064.00	171631.00
5.17	92.91	86.01	15346.00	9876.00	116070.00
4.99	94.46	88.55	41889.00	57024.00	88323.00
4.84	95.39	95.87	35183.00	59377.00	97321.00
6.51	93.69	89.47	17992.00	39898.00	145231.00
5.01	87.35	89.23	23085.00	30647.00	64737.00
4.82	87.37	92.13	33136.00	52141.00	133510.00
6.27	94.50	86.53	16218.00	45629.00	89094.00
5.53	94.71	95.81	34871.00	25649.00	118759.00
5.09	95.99	99.89	22911.00	50427.00	99701.00
4.40	88.84	94.22	17298.00	15712.00	90364.00
4.09	92.35	91.62	44817.00	8175.00	98577.00
3.96	89.50	86.22	28255.00	26385.00	78108.00
4.42	97.82	94.34	5460.00	29157.00	74173.00
4.71	98.44	90.50	7203.00	11928.00	62106.00
4.75	87.56	86.96	26154.00	15294.00	112263.00
4.96	96.33	97.84	58366.00	41325.00	109094.00
4.67	86.27	95.69	7373.00	15179.00	174385.00
5.09	91.03	89.53	33851.00	44629.00	79784.00
5.29	97.99	94.14	12093.00	2095.00	172224.00
4.24	88.00	98.57	47344.00	32900.00	158987.00
6.20	86.81	89.89	25948.00	9500.00	170785.00
5.68	89.90	90.29	18814.00	24062.00	77041.00
4.62	88.37	92.06	1999.00	50479.00	177935.00
5.39	92.52	86.56	32941.00	55030.00	152309.00
5.00	87.31	92.97	32325.00	34998.00	143155.00
5.64	97.67	88.89	23459.00	24070.00	171909.00
5.06	92.35	94.77	54161.00	58281.00	136372.00
4.68	87.45	94.91	41950.00	56673.00	86018.00
5.06	97.81	92.39	505.00	58772.00	155758.00
5.00	92.59	86.86	55189.00	22750.00	148747.00
4.49	87.37	93.97	34572.00	25265.00	156462.00
5.56	95.11	99.74	1027.00	45847.00	119366.00
4.64	94.16	88.99	16715.00	42151.00	118329.00
3.88	98.00	94.55	43720.00	28324.00	77593.00
4.65	95.61	94.34	28522.00	54417.00	153811.00
4.77	92.74	86.22	10591.00	13974.00	91107.00
6.52	95.37	92.34	52760.00	19589.00	122211.00
4.56	94.81	87.25	54384.00	59797.00	127305.00
5.53	96.61	93.71	36204.00	27859.00	155932.00
5.22	89.94	95.99	22988.00	23891.00	60060.00
3.59	90.69	93.47	2501.00	35680.00	106155.00
4.61	87.92	88.03	58753.00	10594.00	77194.00
4.89	92.66	87.94	46532.00	44940.00	169352.00
4.83	91.07	86.93	28748.00	46835.00	151414.00
6.22	95.58	86.57	27296.00	26734.00	151996.00
4.54	90.68	87.91	58344.00	21178.00	176375.00
4.57	88.01	87.26	50163.00	20796.00	174685.00
5.09	92.94	96.64	21826.00	47705.00	126081.00
5.11	92.32	89.59	44636.00	13449.00	143426.00
5.53	86.48	90.14	25455.00	45629.00	156815.00
6.56	97.91	95.63	8700.00	27220.00	88773.00
5.55	99.66	86.86	59633.00	34963.00	146342.00
4.99	96.87	95.77	30426.00	35117.00	84385.00
5.87	93.36	97.71	28527.00	26846.00	91334.00
4.54	94.05	91.43	48078.00	43028.00	119592.00
3.10	87.45	86.04	3218.00	7059.00	67691.00
4.93	87.51	96.42	7938.00	10126.00	92359.00
6.00	89.79	97.91	13026.00	11971.00	111264.00
4.75	93.68	98.53	56009.00	27358.00	148480.00
6.24	99.21	96.81	22449.00	17782.00	95319.00
4.18	91.79	97.80	35429.00	31001.00	163253.00
4.51	93.83	93.57	59378.00	35173.00	96111.00
5.78	98.52	87.20	27963.00	41067.00	132665.00
5.02	96.76	99.94	45532.00	3018.00	79399.00
3.79	87.93	92.23	21126.00	19891.00	71939.00
4.32	95.45	88.61	27995.00	59736.00	82774.00
