6.74	85.01	20.41	291.51	241.24	4916.77
4.92	83.45	20.72	287.84	302.21	4319.64
7.10	84.37	20.97	287.13	252.00	4741.32
1.75	83.10	20.53	295.17	288.82	4582.99
7.78	84.53	20.64	261.27	288.62	4619.58
0.20	83.91	20.79	267.82	294.20	4273.60
4.32	85.20	20.74	295.05	267.40	4398.94
7.83	85.18	20.55	255.75	298.70	5145.57
5.41	83.79	20.32	244.96	295.80	3977.14
6.08	83.09	20.76	283.50	261.97	4071.22
1.78	84.25	20.96	233.08	289.79	4493.78
5.36	83.79	20.77	265.29	293.88	4029.90
2.99	85.19	20.51	275.35	242.38	4468.76
0.55	83.59	20.34	247.86	237.67	4267.79
4.36	85.04	20.92	266.39	237.65	4576.14
5.05	85.00	20.88	302.52	283.52	4891.23
8.14	83.66	20.89	292.29	266.05	5005.87
6.45	84.53	20.45	263.24	277.14	4941.96
5.17	83.24	20.71	291.89	244.84	4016.25
1.57	84.93	20.48	270.85	256.60	4310.19
6.33	84.30	20.60	296.51	255.00	5110.34
2.96	84.43	20.63	283.88	287.35	4318.25
7.63	83.96	20.93	292.45	262.98	4339.50
5.58	83.69	20.82	285.41	262.98	4214.53
2.78	84.31	20.79	252.10	234.57	4088.48
2.32	83.67	20.52	267.13	251.01	4630.87
1.54	83.48	20.33	243.41	292.43	4162.57
7.03	84.25	20.62	283.15	276.84	5077.86
2.55	82.84	20.37	286.14	259.19	4295.92
1.86	84.71	20.42	264.97	239.47	4798.53
1.83	84.73	20.43	289.38	271.65	4984.26
4.62	84.82	20.98	246.84	300.49	4729.22
2.67	84.27	20.82	262.66	249.26	4833.44
6.50	84.62	20.67	256.78	276.70	5139.91
8.24	83.06	20.61	284.14	292.99	4221.20
5.40	84.04	20.44	297.39	260.69	4110.92
3.47	83.71	20.44	304.22	245.97	4078.25
3.93	84.26	20.40	260.83	268.96	5027.65
0.29	84.93	20.43	275.92	290.10	5108.74
3.07	83.93	20.42	271.76	269.99	4941.84
1.01	84.94	20.54	296.36	266.21	4964.01
6.56	84.70	20.69	259.79	265.00	4573.70
5.20	85.21	20.66	256.04	245.42	4365.97
7.72	84.29	20.74	261.30	281.96	4799.85
6.42	83.92	20.94	300.78	241.18	4929.98
7.28	83.60	20.43	274.71	294.31	4209.06
5.10	83.83	20.49	278.45	238.47	4203.95
6.40	83.34	20.69	243.45	259.66	4850.64
1.88	85.14	20.71	246.50	244.98	4536.46
2.32	83.63	21.00	287.48	263.82	4387.70
2.31	84.96	20.36	303.99	235.59	4216.04
5.55	83.76	20.26	285.39	271.47	3996.02
0.59	84.10	20.66	288.59	241.25	4500.55
5.33	84.34	20.28	254.30	273.14	4852.15
2.73	82.84	20.99	293.78	251.75	4729.23
7.54	83.88	20.80	287.29	283.12	4471.47
7.54	84.29	20.26	254.31	269.76	5005.27
0.32	83.45	20.90	288.97	282.35	4286.20
