10.60	71.13	65.18	13813.23	13617.30	104913.28
23.83	66.04	69.40	12574.31	17384.52	107443.64
12.19	70.70	69.70	15266.42	16778.08	101389.43
11.37	70.31	67.71	14686.83	14066.90	108656.61
22.73	67.40	70.66	15519.15	15900.10	105452.51
18.19	69.78	65.35	16916.24	15842.41	100362.12
12.45	65.36	66.20	12357.34	15818.19	97672.97
18.64	65.49	66.52	12767.74	13917.44	108646.30
24.03	71.59	68.44	14230.92	17206.75	109784.25
12.35	71.56	69.22	15331.60	14116.53	103699.85
21.74	68.91	70.51	12633.29	17594.83	94286.25
13.45	68.86	70.12	12912.63	15701.01	94198.65
17.13	71.22	70.21	16598.82	17055.22	94958.46
9.88	71.60	66.20	16317.10	16652.47	93484.45
15.33	68.36	69.14	15635.71	14609.78	110882.26
23.24	67.36	68.88	12570.54	17677.09	112269.76
16.03	70.76	71.81	13624.94	16765.10	102405.58
21.50	69.31	68.03	16827.40	16318.79	99206.35
23.65	66.34	65.14	16904.01	14618.11	97519.17
23.15	69.88	71.77	12149.65	16492.12	112925.31
22.31	72.61	69.08	14195.59	13682.21	100849.69
16.46	69.49	70.45	16470.91	17590.06	105490.62
22.22	67.50	67.34	13015.31	16813.65	96101.99
10.52	71.54	65.08	13304.73	13939.12	110609.34
10.34	68.66	68.24	15459.09	13874.00	109802.27
12.05	65.37	69.26	15130.65	17094.44	96436.01
13.00	66.05	70.84	16081.84	14592.51	111336.27
17.61	71.01	69.70	14857.54	14459.26	114268.30
13.64	71.52	66.38	13875.43	17456.68	101461.48
10.69	65.85	66.95	12734.81	14307.83	93989.04
24.08	67.06	71.55	13488.07	16187.31	96411.65
21.17	70.52	70.06	15437.82	17299.61	110665.63
22.59	72.50	64.57	12555.11	15667.60	102307.33
11.18	70.13	67.26	16203.05	16200.50	102991.00
17.07	72.51	64.64	15911.60	14457.64	109962.25
10.72	72.48	67.46	13754.36	15675.13	97817.98
12.91	69.15	68.57	14448.18	16745.85	93174.92
24.43	71.38	66.48	13609.53	16324.38	110025.69
12.45	69.95	64.59	16077.24	14844.15	93492.65
19.66	72.46	71.50	13750.85	13667.58	95268.28
20.38	72.36	71.63	16243.73	17218.43	99184.33
18.58	66.78	71.66	13065.26	14358.70	107277.22
13.63	70.99	72.10	12606.91	15878.11	110817.61
22.10	69.33	71.73	15083.83	16372.64	104733.67
17.42	67.88	72.11	13720.33	16710.85	112937.65
22.71	71.46	65.32	13013.29	14704.65	103033.77
16.79	65.14	64.85	15970.11	17452.66	99298.47
19.11	71.84	69.12	14308.46	16885.61	107991.24
20.78	69.73	65.99	13201.35	17685.62	97800.21
14.61	69.81	70.55	16621.34	13828.74	110166.20
23.28	71.78	65.84	13012.85	15719.89	113628.01
17.85	71.35	71.60	16468.94	14904.37	107509.43
15.53	71.70	65.71	16828.64	13393.76	98567.07
14.90	67.31	69.33	14213.95	15013.41	100363.08
10.66	66.53	70.67	12464.05	14524.28	106757.96
10.09	70.48	69.77	12778.78	14219.98	101121.41
