0.55	0.84	1.13	0.29	91.07	92.12	93.17	1.05	6.62	7.37	8.12	0.75	214.67	248.97	283.27	34.30	227.04	263.19	299.34	36.15	920.91	998.05	1075.19	77.14	58
0.35	0.55	0.75	0.20	92.32	93.28	94.24	0.96	6.76	7.42	8.08	0.66	578.41	697.39	816.37	118.98	738.22	846.74	955.26	108.52	2698.93	2913.46	3127.99	214.53	61
0.75	0.97	1.19	0.22	92.59	93.64	94.69	1.05	6.90	7.57	8.24	0.67	6820.92	7954.38	9087.84	1133.46	5873.80	6877.79	7881.78	1003.99	26059.45	28350.68	30641.91	2291.23	56
0.68	0.91	1.14	0.23	91.95	93.08	94.21	1.13	7.15	7.81	8.47	0.66	10841.14	13424.29	16007.44	2583.15	11638.17	13912.80	16187.43	2274.63	52811.68	57845.14	62878.60	5033.46	51
0.45	0.63	0.81	0.28	91.99	92.88	93.77	0.89	6.86	7.38	7.90	0.52	23921.79	27582.62	31243.45	3660.83	27969.16	31655.01	35340.86	3685.85	123127.64	130029.79	136931.94	6902.15	84
0.70	0.94	1.18	0.34	92.29	93.34	94.39	1.05	6.91	7.59	8.27	0.68	29222.49	35475.92	41729.35	6253.43	33200.14	38476.37	43752.60	5276.23	152409.33	165299.47	178189.61	12890.14	51
0.29	0.79	1.29	0.50	92.02	92.84	93.66	0.82	6.81	7.32	7.83	0.51	219.83	247.76	275.69	27.93	203.13	234.13	265.13	31.00	916.94	974.98	1033.02	58.04	87
0.55	0.67	0.79	0.12	92.26	93.22	94.18	0.96	7.35	7.91	8.47	0.56	619.97	720.35	820.73	100.38	726.03	820.46	914.89	94.43	2884.76	3086.67	3288.58	201.91	79
0.38	0.56	0.74	0.38	92.57	93.50	94.43	0.93	6.73	7.34	7.95	0.61	5823.44	6819.93	7816.42	996.49	6114.01	7088.23	8062.45	974.22	29549.58	31476.37	33403.16	1926.79	73
0.41	0.76	1.11	0.35	92.07	92.88	93.69	0.81	6.74	7.27	7.80	0.53	12549.78	14428.41	16307.04	1878.63	13443.75	15189.90	16936.05	1746.15	57611.99	61436.25	65260.51	3824.26	88
0.63	0.92	1.21	0.39	91.31	92.13	92.95	0.82	7.06	7.58	8.10	0.52	27115.04	30679.13	34243.22	3564.09	28515.54	32118.37	35721.20	3602.83	110450.21	117535.81	124621.41	7085.60	95
0.24	0.53	0.82	0.29	92.41	93.24	94.07	0.83	7.33	7.87	8.41	0.54	35906.76	41067.86	46228.96	5161.10	37564.91	42379.27	47193.63	4814.36	148654.41	158614.47	168574.53	9960.06	86
0.40	0.79	1.18	0.39	91.60	92.45	93.30	0.85	6.92	7.51	8.10	0.59	222.42	255.16	287.90	32.74	214.59	246.65	278.71	32.06	926.41	991.73	1057.05	65.32	77
0.51	0.66	0.81	0.15	91.78	92.62	93.46	0.84	6.61	7.10	7.59	0.49	696.51	772.85	849.19	76.34	640.64	725.62	810.60	84.98	2806.63	2969.44	3132.25	162.81	94
0.46	0.94	1.42	0.48	92.02	93.07	94.12	1.05	6.23	6.84	7.45	0.61	5958.77	7106.21	8253.65	1147.44	7091.60	8197.17	9302.74	1105.57	27919.39	30082.94	32246.49	2163.55	53
0.74	0.98	1.22	0.24	92.08	93.13	94.18	1.05	7.02	7.69	8.36	0.67	10693.77	12888.73	15083.69	2194.96	10933.42	12984.95	15036.48	2051.53	56649.41	61268.45	65887.49	4619.04	56
0.58	0.70	0.82	0.12	90.88	91.87	92.86	0.99	6.50	7.13	7.76	0.63	22483.61	26891.52	31299.43	4407.91	26882.01	30823.18	34764.35	3941.17	116659.31	125341.87	134024.43	8682.56	62
0.74	0.96	1.18	0.22	92.55	93.64	94.73	1.09	7.62	8.19	8.76	0.57	33035.57	39506.57	45977.57	6471.00	32970.23	39152.11	45333.99	6181.88	138154.33	149800.32	161446.31	11645.99	53
