6.16	83.81	20.01	8294.36	7154.97	148678.59
6.31	83.56	20.60	6587.75	6498.32	146541.75
6.06	82.62	20.44	6761.51	6826.06	125548.54
7.33	81.73	20.20	7277.57	6409.54	148584.53
6.92	81.90	20.36	6867.94	6930.55	132056.75
7.03	81.67	20.52	7640.62	6673.37	147349.72
7.25	83.65	20.08	8381.37	7775.32	123822.34
5.84	83.93	20.63	8223.41	7831.96	126054.63
6.19	81.77	20.53	7559.14	6727.46	122903.80
5.61	83.55	20.50	6910.60	6581.86	152333.27
6.87	83.98	20.13	8062.91	6478.21	130071.92
6.37	84.00	20.04	7016.01	7568.81	132217.75
5.69	83.55	20.43	8129.53	7342.54	122215.31
6.67	82.93	20.18	8284.41	6287.00	147286.06
6.78	83.85	20.01	7069.73	7817.52	150060.44
6.50	83.30	20.61	7030.99	7844.55	122971.54
5.67	83.75	20.43	8364.31	7015.91	130012.93
5.63	83.07	20.60	8130.61	7853.94	139072.49
7.30	83.30	20.04	6679.69	6508.54	127035.51
6.51	83.19	20.01	6877.74	6837.98	141068.10
6.53	83.02	20.27	6819.31	7066.44	142303.91
6.62	82.79	20.47	7187.12	7674.82	144237.42
6.89	81.66	20.52	7870.12	6554.25	141406.88
7.14	81.86	20.48	6976.54	7353.87	147177.69
6.83	82.17	20.62	7949.15	7093.27	149135.06
5.97	82.83	20.08	6805.04	7380.88	134058.96
7.25	81.91	20.53	6591.90	6557.44	144041.88
6.46	82.02	20.61	6730.95	7055.08	122983.42
7.14	81.80	20.38	7891.98	7568.82	142129.55
7.24	81.86	19.97	7851.36	7667.44	144888.05
5.87	82.32	20.21	6794.87	6782.57	126660.59
6.21	81.87	20.05	7933.27	7426.66	148891.70
7.27	81.71	20.33	7771.96	6455.17	129470.10
5.84	83.65	20.47	7395.74	7042.71	141222.48
6.31	82.41	20.09	6973.58	7478.98	128339.49
6.19	82.29	20.12	7820.27	7802.29	125674.57
6.62	82.46	20.36	7289.21	6577.20	126958.94
6.98	82.77	19.97	7136.66	6697.52	145486.17
6.50	81.69	20.54	8333.98	7430.38	124042.94
7.08	83.82	20.17	7610.84	7627.78	141407.14
6.54	83.77	20.23	7127.33	7669.24	130105.79
5.90	82.93	20.14	7324.83	7306.10	133868.50
5.75	82.04	20.12	7692.06	6550.68	150727.23
6.98	84.04	20.13	7682.55	7752.22	135038.67
7.30	82.01	20.52	7882.94	6533.00	133176.63
6.42	82.57	20.13	7684.46	7499.69	123974.62
6.91	83.97	20.19	7455.52	6948.56	140947.23
6.91	83.88	20.52	7829.99	7537.90	122092.07
7.20	82.40	20.13	6687.56	6614.40	129782.79
6.01	83.54	20.51	7573.25	7340.27	129517.27
6.64	81.71	20.18	7284.70	7245.20	138730.46
7.24	82.18	20.47	8006.97	7214.57	147531.38
6.01	83.28	19.99	7561.11	6958.43	153522.52
7.18	82.77	20.14	7419.24	6521.64	133726.21
6.61	83.09	20.17	7398.01	7346.65	138073.41
6.60	82.77	20.19	6682.05	6293.12	135426.05
5.71	82.88	20.08	7766.66	7235.23	144465.78
5.92	83.83	20.57	6758.16	6649.01	133198.27
7.40	82.79	20.47	8099.86	6626.32	137990.05
6.63	82.16	20.55	7258.25	7245.10	148175.13
6.76	81.80	20.39	8206.43	7813.72	138220.15
6.21	83.72	20.48	8490.79	6864.32	122944.57
5.67	82.68	20.34	8065.35	7365.01	125780.56
6.09	81.92	20.40	6989.85	7716.45	128672.23
5.75	82.14	20.53	8402.57	6507.06	126607.09
6.48	83.33	20.43	6753.70	6996.94	141903.74
7.16	83.09	20.30	6605.21	6794.97	136346.39
5.63	83.83	20.18	7941.51	7789.93	131847.55
6.53	82.93	20.40	6954.27	6873.66	142756.40
6.89	82.00	20.50	8064.78	6314.03	129752.97
7.07	82.04	20.30	8142.81	6681.70	140242.72
7.38	83.57	20.46	7149.75	6972.88	133338.62
6.57	81.94	19.98	6658.55	6767.67	134072.17
